# path	git_blob_sha1	normalized_marker_sha256	source_area
crates/contracts/gen-core/src/transcribe.rs	39b56cf95b5f6d7761eaba1e7584987e3d3350b7	2e01018e65f8f1e279bc16e89359022da0def06ad8320585036a0e3180e26aa5	architecture:crates/contracts/gen-core
crates/llm/candle-llm/src/decode/continuous.rs	7fe5b3492a1b4c9be02f74579b309b13e76dfa76	b9feb93c33722d4c8b76f9967e6ab633761786e4d96ebb8ead98af2627697b3d	architecture:crates/llm/candle-llm
crates/llm/candle-llm/src/decode/mod.rs	f261084f781780df09a89fb30d78539f66764b17	b9feb93c33722d4c8b76f9967e6ab633761786e4d96ebb8ead98af2627697b3d	architecture:crates/llm/candle-llm
crates/llm/candle-llm/src/decode/stream.rs	ed5515ec4a0d8d9b8463999160349c4e0cb073e7	b9feb93c33722d4c8b76f9967e6ab633761786e4d96ebb8ead98af2627697b3d	architecture:crates/llm/candle-llm
crates/llm/candle-llm/src/image.rs	d186a6305dafc516a73007682f9d0d11a26d5147	b9feb93c33722d4c8b76f9967e6ab633761786e4d96ebb8ead98af2627697b3d	architecture:crates/llm/candle-llm
crates/llm/candle-llm/src/llava.rs	265622a00c43d363e85d991f41de58fcc652e016	b9feb93c33722d4c8b76f9967e6ab633761786e4d96ebb8ead98af2627697b3d	architecture:crates/llm/candle-llm
crates/llm/candle-llm/src/models/gemma4_mm.rs	715dffa9689468fa50df4fc1d8708592ec775ca0	b9feb93c33722d4c8b76f9967e6ab633761786e4d96ebb8ead98af2627697b3d	architecture:crates/llm/candle-llm
crates/llm/candle-llm/src/models/llama.rs	35702c12208d3dbbef3f994d80e3065a6192ea80	b9feb93c33722d4c8b76f9967e6ab633761786e4d96ebb8ead98af2627697b3d	architecture:crates/llm/candle-llm
crates/llm/candle-llm/src/models/siglip.rs	2a8707f7a0aa80d0eae8c34d85d053ccd0d5ae1d	b9feb93c33722d4c8b76f9967e6ab633761786e4d96ebb8ead98af2627697b3d	architecture:crates/llm/candle-llm
crates/llm/candle-llm/src/primitives/attention.rs	4da40794d00a74d813b4abe6fbda49eaea8225c8	b9feb93c33722d4c8b76f9967e6ab633761786e4d96ebb8ead98af2627697b3d	architecture:crates/llm/candle-llm
crates/llm/candle-llm/src/primitives/gated_delta.rs	0c8566845e9cc91d4162c131b9ba8f35bb39ce56	d0c49f4de075846d5d68dba94b70c3d429d57364f959e1b7d49d0d91c08c97e1	architecture:crates/llm/candle-llm
crates/llm/candle-llm/src/primitives/kv_cache.rs	974eded08b9033bca9463c44bc315ea8951d2113	b9feb93c33722d4c8b76f9967e6ab633761786e4d96ebb8ead98af2627697b3d	architecture:crates/llm/candle-llm
crates/llm/candle-llm/src/primitives/mod.rs	e287d0934b005ff58500aaaeda7cfdd3d4bacd66	f8d2db0b39b90a5dbfc3e5f2b9c75715d490a7039c19292b716db44a5cac0c4d	architecture:crates/llm/candle-llm
crates/llm/candle-llm/src/primitives/rope.rs	da02114459158c250a2297b8084302c9197e7421	b9feb93c33722d4c8b76f9967e6ab633761786e4d96ebb8ead98af2627697b3d	architecture:crates/llm/candle-llm
crates/llm/candle-llm/src/primitives/sampler.rs	699cfc147e2ed9bb4896219d488dada8363b9d91	b9feb93c33722d4c8b76f9967e6ab633761786e4d96ebb8ead98af2627697b3d	architecture:crates/llm/candle-llm
crates/llm/candle-llm/src/primitives/weights.rs	d4c44fc2d5a9f298622d1497b805dfbefd6b9465	b9feb93c33722d4c8b76f9967e6ab633761786e4d96ebb8ead98af2627697b3d	architecture:crates/llm/candle-llm
crates/llm/mlx-llm/src/gguf/iq_grids.rs	9642c6e006e264d2d44bfc215f0acbb387698911	2e01018e65f8f1e279bc16e89359022da0def06ad8320585036a0e3180e26aa5	architecture:crates/llm/mlx-llm
crates/llm/mlx-llm/src/gguf/tokenizer.rs	225ddc32f2d731d3df622278e55a5543a4c539ee	b6d25a3c22c29b04cc4113f036f7ae77e9c70fc564ffbb9785ae0659bce562f3	architecture:crates/llm/mlx-llm
crates/llm/mlx-llm/src/primitives/gated_delta.rs	9603cac3655622e04dccbf8994830d902fae5918	d0c49f4de075846d5d68dba94b70c3d429d57364f959e1b7d49d0d91c08c97e1	architecture:crates/llm/mlx-llm
crates/llm/mlx-llm/src/snapshot.rs	31b7adb73de3d2e4c1eeb46f821349775fec7271	68b44c699610132072fa2b27be75575f5e065c1748ca40410cde6f428a3a29ee	architecture:crates/llm/mlx-llm
crates/media/candle-gen/candle-gen-anima/src/adapters.rs	bb3dab0626398ff600707a92d500ce2776fdc9b8	b9feb93c33722d4c8b76f9967e6ab633761786e4d96ebb8ead98af2627697b3d	architecture:crates/media/candle-gen/candle-gen-anima
crates/media/candle-gen/candle-gen-anima/src/lib.rs	7a29292e4b86e00fcdbd18d2d65878761bec3adf	2e01018e65f8f1e279bc16e89359022da0def06ad8320585036a0e3180e26aa5	architecture:crates/media/candle-gen/candle-gen-anima
crates/media/candle-gen/candle-gen-anima/src/tokenizer.rs	66386b442374f9e5e295d1d10a7d3aaeed8cad8a	68ad7a4f2c9a06f337684e818939fca4d5469850cd39b566ec98302ea8de0410	architecture:crates/media/candle-gen/candle-gen-anima
crates/media/candle-gen/candle-gen-anima/src/vae.rs	a2e4d66d2c453272ec5f5154073d0df2858406eb	6b5145202f5a97d0c4b205368bdc33c6a4529b5e1d0c6853169fac0d49a4fd7f	architecture:crates/media/candle-gen/candle-gen-anima
crates/media/candle-gen/candle-gen-bernini/src/convert.rs	60866d9eba0ea1230f43e57c24d819c2b44d0a1a	68b44c699610132072fa2b27be75575f5e065c1748ca40410cde6f428a3a29ee	architecture:crates/media/candle-gen/candle-gen-bernini
crates/media/candle-gen/candle-gen-bernini/src/forward.rs	c35aaffd9763862b23cc008c5218b91f028e876a	241768748c0284d06e51e8a6c0d2941e5c480c644a33d4cfeec6adab11b0feba	architecture:crates/media/candle-gen/candle-gen-bernini
crates/media/candle-gen/candle-gen-bernini/src/mar.rs	563cded4e5fb5d9dcd4a994ed672c428fbcbf5e5	b9feb93c33722d4c8b76f9967e6ab633761786e4d96ebb8ead98af2627697b3d	architecture:crates/media/candle-gen/candle-gen-bernini
crates/media/candle-gen/candle-gen-bernini/src/process.rs	17fde019bfe27510217abbfd1df701ff26fc5920	34685acc925d60791c8d6707c4027321ed9dc62c68dc213590994c517d1533f9	architecture:crates/media/candle-gen/candle-gen-bernini
crates/media/candle-gen/candle-gen-bernini/src/qwen2_5_vl.rs	75d2b35c1d3a0f0387b5bdcd757987e44c03fd89	b9feb93c33722d4c8b76f9967e6ab633761786e4d96ebb8ead98af2627697b3d	architecture:crates/media/candle-gen/candle-gen-bernini
crates/media/candle-gen/candle-gen-bernini/src/rng.rs	6122f5af41ec426ee5e2cda94e6cdc445db077bb	9e5b1dac32e4de284db8dd1011b437e65137b9a329a35ad4697e66316b76aaec	architecture:crates/media/candle-gen/candle-gen-bernini
